frame_start, 1680, frame_end, 1720, speed, 16.91 
frame_start, 1937, frame_end, 1977, speed, 41.23 
frame_start, 1978, frame_end, 2018, speed, 43.81 
frame_start, 2389, frame_end, 2429, speed, 46.04 
frame_start, 2773, frame_end, 2813, speed, 53.59 
frame_start, 2925, frame_end, 2965, speed, 41.57 
frame_start, 2990, frame_end, 3030, speed, 50.46 
frame_start, 3080, frame_end, 3120, speed, 49.11 
frame_start, 4243, frame_end, 4283, speed, 15.33 
frame_start, 4362, frame_end, 4402, speed, 22.42 
frame_start, 4469, frame_end, 4509, speed, 37.5 
frame_start, 4567, frame_end, 4607, speed, 43.14 
frame_start, 4604, frame_end, 4644, speed, 46.82 
frame_start, 4816, frame_end, 4856, speed, 49.94 
frame_start, 4936, frame_end, 4976, speed, 48.7 
frame_start, 5052, frame_end, 5092, speed, 47.31 
frame_start, 5128, frame_end, 5168, speed, 43.61 
frame_start, 5171, frame_end, 5211, speed, 43.22 
frame_start, 5209, frame_end, 5249, speed, 44.94 
frame_start, 5290, frame_end, 5330, speed, 53.6 
frame_start, 5410, frame_end, 5450, speed, 37.69 
frame_start, 5573, frame_end, 5613, speed, 55.54 
frame_start, 5778, frame_end, 5818, speed, 50.93 
frame_start, 7121, frame_end, 7161, speed, 37.09 
frame_start, 7224, frame_end, 7264, speed, 43.86 
frame_start, 7389, frame_end, 7429, speed, 52.67 
frame_start, 7458, frame_end, 7498, speed, 51.47 
frame_start, 7493, frame_end, 7533, speed, 46.6 
frame_start, 7723, frame_end, 7763, speed, 52.68 
frame_start, 8210, frame_end, 8250, speed, 51.73 
frame_start, 8306, frame_end, 8346, speed, 46.84 
frame_start, 8549, frame_end, 8589, speed, 49.11 
frame_start, 9752, frame_end, 9792, speed, 18.16 
frame_start, 9856, frame_end, 9896, speed, 21.75 
frame_start, 9954, frame_end, 9994, speed, 27.87 
frame_start, 10028, frame_end, 10068, speed, 31.77 
frame_start, 10085, frame_end, 10125, speed, 31.18 
frame_start, 10177, frame_end, 10217, speed, 38.95 
frame_start, 10227, frame_end, 10267, speed, 36.62 
frame_start, 10269, frame_end, 10309, speed, 35.41 
frame_start, 10347, frame_end, 10387, speed, 41.06 
frame_start, 10390, frame_end, 10430, speed, 40.14 
frame_start, 10485, frame_end, 10525, speed, 50.36 
frame_start, 10518, frame_end, 10558, speed, 50.45 
frame_start, 10614, frame_end, 10654, speed, 39.77 
frame_start, 10846, frame_end, 10886, speed, 54.81 
frame_start, 12547, frame_end, 12587, speed, 25.85 
frame_start, 12678, frame_end, 12718, speed, 38.7 
frame_start, 12744, frame_end, 12784, speed, 43.62 
frame_start, 12785, frame_end, 12825, speed, 43.24 
frame_start, 13032, frame_end, 13072, speed, 42.29 
frame_start, 13075, frame_end, 13115, speed, 47.17 
frame_start, 13457, frame_end, 13497, speed, 59.88 
frame_start, 13536, frame_end, 13576, speed, 50.85 
frame_start, 15229, frame_end, 15269, speed, 21.28 
frame_start, 15286, frame_end, 15326, speed, 24.03 
frame_start, 15361, frame_end, 15401, speed, 30.64 
frame_start, 15423, frame_end, 15463, speed, 41.73 
frame_start, 15743, frame_end, 15783, speed, 45.25 
frame_start, 15909, frame_end, 15949, speed, 49.64 
frame_start, 15954, frame_end, 15994, speed, 52.23 
frame_start, 16042, frame_end, 16082, speed, 55.42 
frame_start, 16121, frame_end, 16161, speed, 55.37 
frame_start, 16392, frame_end, 16432, speed, 54.99 
frame_start, 16467, frame_end, 16507, speed, 46.48 
frame_start, 17894, frame_end, 17934, speed, 24.27 
frame_start, 18017, frame_end, 18057, speed, 34.87 
frame_start, 18115, frame_end, 18155, speed, 50.51 
frame_start, 18308, frame_end, 18348, speed, 49.89 
frame_start, 18389, frame_end, 18429, speed, 51.1 
frame_start, 18454, frame_end, 18494, speed, 51.57 
frame_start, 18600, frame_end, 18640, speed, 48.74 
frame_start, 18704, frame_end, 18744, speed, 47.93 
frame_start, 18785, frame_end, 18825, speed, 50.41 
frame_start, 18868, frame_end, 18908, speed, 45.28 
frame_start, 18918, frame_end, 18958, speed, 46.35 
frame_start, 19008, frame_end, 19048, speed, 50.77 
frame_start, 19057, frame_end, 19097, speed, 52.3 
frame_start, 19095, frame_end, 19135, speed, 43.55 
frame_start, 19231, frame_end, 19271, speed, 45.31 
frame_start, 20682, frame_end, 20722, speed, 26.8 
frame_start, 21044, frame_end, 21084, speed, 50.97 
frame_start, 21132, frame_end, 21172, speed, 46.16 
frame_start, 21224, frame_end, 21264, speed, 57.89 
frame_start, 21441, frame_end, 21481, speed, 46.51 
frame_start, 21965, frame_end, 22005, speed, 58.53 
frame_start, 23255, frame_end, 23295, speed, 16.44 
frame_start, 23459, frame_end, 23499, speed, 41.57 
frame_start, 23555, frame_end, 23595, speed, 51.96 
frame_start, 23650, frame_end, 23690, speed, 42.62 
frame_start, 23841, frame_end, 23881, speed, 46.17 
frame_start, 23928, frame_end, 23968, speed, 50.1 
frame_start, 23999, frame_end, 24039, speed, 46.53 
frame_start, 24140, frame_end, 24180, speed, 48.69 
frame_start, 24172, frame_end, 24212, speed, 47.82 
