Carro 1,59.57 
Carro 2,51.92 
Carro 3,50.59 
Carro 4,50.06 
Carro 1,59.57 
Carro 1,59.57 
Carro 1,59.57 
Carro 2,51.92 
Carro 1,59.57 
Carro 2,51.92 
Carro 3,50.59 
Carro 4,50.06 
Carro 1,59.57 
Carro 2,51.92 
Carro 3,50.59 
Carro 4,50.06 
Carro 5,23.19 
Carro 6,21.02 
Carro 7,23.36 
Carro 8,29.68 
Carro 9,26.54 
Carro 10,25.78 
Carro 11,29.12 
Carro 12,46.94 
Carro 13,40.72 
Carro 14,49.07 
Carro 15,21.59 
Carro 16,26.63 
Carro 17,44.74 
Carro 18,48.18 
Carro 19,41.97 
Carro 20,53.02 
Carro 21,52.97 
Carro 22,53.59 
Carro 23,49.24 
Carro 24,52.97 
Carro 25,49.97 
Carro 26,48.42 
Carro 1,59.57 
Carro 1,59.57 
Carro 1,59.57 
Carro 1,59.57 
Carro 2,51.92 
Carro 3,50.59 
Carro 4,50.06 
Carro 5,23.19 
Carro 6,21.02 
Carro 7,23.36 
Carro 8,26.54 
Carro 9,25.78 
Carro 10,29.12 
Carro 11,46.94 
Carro 12,40.72 
Carro 13,49.07 
Carro 14,21.59 
Carro 15,26.63 
Carro 16,44.74 
Carro 17,48.18 
Carro 18,41.97 
Carro 19,53.02 
Carro 20,52.97 
Carro 21,53.59 
Carro 22,49.24 
Carro 23,52.97 
Carro 24,49.97 
Carro 25,48.42 
