frame_start, 510, frame_end, 550, speed, 44.3 
frame_start, 1110, frame_end, 1150, speed, 41.85 
frame_start, 3013, frame_end, 3053, speed, 43.86 
frame_start, 3430, frame_end, 3470, speed, 46.14 
frame_start, 3603, frame_end, 3643, speed, 36.34 
frame_start, 5049, frame_end, 5089, speed, 15.63 
frame_start, 5246, frame_end, 5286, speed, 48.71 
frame_start, 5857, frame_end, 5897, speed, 56.46 
frame_start, 8535, frame_end, 8575, speed, 34.06 
frame_start, 10598, frame_end, 10638, speed, 18.15 
frame_start, 10700, frame_end, 10740, speed, 24.81 
frame_start, 10761, frame_end, 10801, speed, 24.72 
frame_start, 10832, frame_end, 10872, speed, 22.37 
frame_start, 11270, frame_end, 11310, speed, 21.03 
frame_start, 12050, frame_end, 12090, speed, 53.38 
frame_start, 13317, frame_end, 13357, speed, 16.72 
frame_start, 13384, frame_end, 13424, speed, 21.04 
frame_start, 13731, frame_end, 13771, speed, 38.61 
frame_start, 13770, frame_end, 13810, speed, 39.65 
frame_start, 13913, frame_end, 13953, speed, 33.28 
frame_start, 13958, frame_end, 13998, speed, 31.54 
frame_start, 14008, frame_end, 14048, speed, 39.42 
frame_start, 14414, frame_end, 14454, speed, 35.69 
frame_start, 14513, frame_end, 14553, speed, 46.18 
frame_start, 14605, frame_end, 14645, speed, 51.56 
frame_start, 16064, frame_end, 16104, speed, 23.44 
frame_start, 16461, frame_end, 16501, speed, 36.14 
frame_start, 16863, frame_end, 16903, speed, 42.24 
frame_start, 17007, frame_end, 17047, speed, 30.27 
frame_start, 17131, frame_end, 17171, speed, 25.28 
frame_start, 18811, frame_end, 18851, speed, 25.56 
frame_start, 18968, frame_end, 19008, speed, 51.14 
frame_start, 19120, frame_end, 19160, speed, 33.48 
frame_start, 19553, frame_end, 19593, speed, 52.97 
