frame_start, 122, frame_end, 162, speed, 16.99 
frame_start, 207, frame_end, 247, speed, 19.88 
frame_start, 284, frame_end, 324, speed, 22.95 
frame_start, 337, frame_end, 377, speed, 31.71 
frame_start, 395, frame_end, 435, speed, 31.78 
frame_start, 476, frame_end, 516, speed, 47.32 
frame_start, 539, frame_end, 579, speed, 44.73 
frame_start, 603, frame_end, 643, speed, 41.45 
frame_start, 665, frame_end, 705, speed, 43.67 
frame_start, 716, frame_end, 756, speed, 48.34 
frame_start, 766, frame_end, 806, speed, 41.4 
frame_start, 839, frame_end, 879, speed, 40.88 
frame_start, 879, frame_end, 919, speed, 41.0 
frame_start, 915, frame_end, 955, speed, 38.88 
frame_start, 962, frame_end, 1002, speed, 38.24 
frame_start, 1019, frame_end, 1059, speed, 43.51 
frame_start, 1079, frame_end, 1119, speed, 41.31 
frame_start, 1124, frame_end, 1164, speed, 41.84 
frame_start, 1165, frame_end, 1205, speed, 40.91 
frame_start, 1197, frame_end, 1237, speed, 43.21 
frame_start, 1249, frame_end, 1289, speed, 44.2 
frame_start, 1287, frame_end, 1327, speed, 41.58 
frame_start, 1384, frame_end, 1424, speed, 45.43 
frame_start, 1426, frame_end, 1466, speed, 43.22 
frame_start, 1485, frame_end, 1525, speed, 42.29 
frame_start, 1528, frame_end, 1568, speed, 44.49 
frame_start, 1591, frame_end, 1631, speed, 57.12 
frame_start, 1643, frame_end, 1683, speed, 57.1 
frame_start, 2901, frame_end, 2941, speed, 14.23 
frame_start, 3031, frame_end, 3071, speed, 29.94 
frame_start, 3101, frame_end, 3141, speed, 34.67 
frame_start, 3201, frame_end, 3241, speed, 43.84 
frame_start, 3241, frame_end, 3281, speed, 42.93 
frame_start, 3282, frame_end, 3322, speed, 42.63 
frame_start, 3375, frame_end, 3415, speed, 53.28 
frame_start, 3477, frame_end, 3517, speed, 51.69 
frame_start, 3522, frame_end, 3562, speed, 50.88 
frame_start, 3570, frame_end, 3610, speed, 46.31 
frame_start, 3610, frame_end, 3650, speed, 50.62 
frame_start, 3713, frame_end, 3753, speed, 49.17 
frame_start, 3800, frame_end, 3840, speed, 44.82 
frame_start, 3874, frame_end, 3914, speed, 49.89 
frame_start, 3907, frame_end, 3947, speed, 44.13 
frame_start, 3989, frame_end, 4029, speed, 45.78 
frame_start, 4079, frame_end, 4119, speed, 48.58 
frame_start, 4107, frame_end, 4147, speed, 49.23 
frame_start, 4156, frame_end, 4196, speed, 55.35 
frame_start, 4192, frame_end, 4232, speed, 53.99 
frame_start, 5625, frame_end, 5665, speed, 22.43 
