frame_start, 169, frame_end, 209, speed, 58.55 
frame_start, 223, frame_end, 263, speed, 59.81 
frame_start, 274, frame_end, 314, speed, 56.53 
frame_start, 404, frame_end, 444, speed, 53.15 
frame_start, 1798, frame_end, 1838, speed, 31.37 
frame_start, 1842, frame_end, 1882, speed, 34.46 
frame_start, 1898, frame_end, 1938, speed, 33.94 
frame_start, 1975, frame_end, 2015, speed, 38.16 
frame_start, 2016, frame_end, 2056, speed, 41.07 
frame_start, 2100, frame_end, 2140, speed, 41.35 
frame_start, 2199, frame_end, 2239, speed, 46.12 
frame_start, 2236, frame_end, 2276, speed, 46.89 
frame_start, 2293, frame_end, 2333, speed, 46.17 
frame_start, 2328, frame_end, 2368, speed, 42.9 
frame_start, 2459, frame_end, 2499, speed, 51.52 
frame_start, 2496, frame_end, 2536, speed, 50.1 
frame_start, 2541, frame_end, 2581, speed, 65.0 
frame_start, 2617, frame_end, 2657, speed, 57.19 
frame_start, 2662, frame_end, 2702, speed, 51.35 
frame_start, 2797, frame_end, 2837, speed, 46.26 
frame_start, 2833, frame_end, 2873, speed, 47.69 
frame_start, 2877, frame_end, 2917, speed, 49.18 
frame_start, 4286, frame_end, 4326, speed, 16.58 
frame_start, 4392, frame_end, 4432, speed, 24.76 
frame_start, 4445, frame_end, 4485, speed, 27.98 
frame_start, 4609, frame_end, 4649, speed, 57.01 
frame_start, 4676, frame_end, 4716, speed, 47.51 
frame_start, 4784, frame_end, 4824, speed, 48.13 
frame_start, 4880, frame_end, 4920, speed, 49.44 
frame_start, 4930, frame_end, 4970, speed, 46.75 
frame_start, 4979, frame_end, 5019, speed, 45.96 
frame_start, 5026, frame_end, 5066, speed, 45.11 
frame_start, 5065, frame_end, 5105, speed, 48.55 
frame_start, 5143, frame_end, 5183, speed, 65.39 
frame_start, 5225, frame_end, 5265, speed, 45.64 
frame_start, 5329, frame_end, 5369, speed, 44.48 
frame_start, 5396, frame_end, 5436, speed, 46.73 
frame_start, 5497, frame_end, 5537, speed, 49.75 
frame_start, 5759, frame_end, 5799, speed, 50.41 
frame_start, 5814, frame_end, 5854, speed, 52.13 
frame_start, 7062, frame_end, 7102, speed, 19.34 
frame_start, 7126, frame_end, 7166, speed, 21.94 
frame_start, 7210, frame_end, 7250, speed, 31.34 
frame_start, 7295, frame_end, 7335, speed, 38.08 
frame_start, 7341, frame_end, 7381, speed, 37.61 
frame_start, 7392, frame_end, 7432, speed, 38.54 
frame_start, 7443, frame_end, 7483, speed, 39.07 
frame_start, 7480, frame_end, 7520, speed, 42.0 
