Carro 2,50.51 
Carro 3,48.83 
Carro 3,48.83 
Carro 4,49.16 
Carro 4,49.16 
Carro 4,49.16 
Carro 7,50.84 
Carro 7,50.84 
Carro 7,50.84 
Carro 12,57.07 
Carro 13,50.59 
Carro 13,50.59 
Carro 14,51.02 
Carro 15,48.42 
Carro 15,48.42 
Carro 16,51.11 
Carro 16,51.11 
Carro 17,44.33 
Carro 17,44.33 
Carro 18,50.03 
Carro 18,50.03 
Carro 19,42.23 
Carro 23,54.43 
Carro 23,54.43 
Carro 23,54.43 
Carro 23,54.43 
Carro 24,24.78 
Carro 24,24.78 
Carro 27,45.87 
Carro 27,45.87 
Carro 29,49.76 
Carro 29,49.76 
Carro 30,50.71 
Carro 30,50.71 
Carro 31,51.07 
Carro 33,55.71 
Carro 34,51.52 
Carro 35,48.9 
Carro 35,48.9 
Carro 36,54.33 
Carro 36,54.33 
