frame_start, 55, frame_end, 95, speed, 28.81 
frame_start, 109, frame_end, 149, speed, 26.57 
frame_start, 147, frame_end, 187, speed, 28.57 
frame_start, 193, frame_end, 233, speed, 27.15 
frame_start, 306, frame_end, 346, speed, 43.43 
frame_start, 353, frame_end, 393, speed, 43.88 
frame_start, 389, frame_end, 429, speed, 43.88 
frame_start, 456, frame_end, 496, speed, 55.21 
frame_start, 472, frame_end, 512, speed, 50.39 
frame_start, 511, frame_end, 551, speed, 50.82 
frame_start, 561, frame_end, 601, speed, 48.27 
frame_start, 605, frame_end, 645, speed, 46.23 
frame_start, 677, frame_end, 717, speed, 40.51 
frame_start, 819, frame_end, 859, speed, 48.78 
frame_start, 891, frame_end, 931, speed, 50.63 
frame_start, 951, frame_end, 991, speed, 42.75 
frame_start, 1004, frame_end, 1044, speed, 44.4 
frame_start, 1027, frame_end, 1067, speed, 43.37 
frame_start, 1058, frame_end, 1098, speed, 42.25 
frame_start, 2521, frame_end, 2561, speed, 23.9 
frame_start, 2591, frame_end, 2631, speed, 31.58 
frame_start, 2799, frame_end, 2839, speed, 53.21 
frame_start, 2831, frame_end, 2871, speed, 51.07 
frame_start, 2987, frame_end, 3027, speed, 52.84 
frame_start, 3074, frame_end, 3114, speed, 49.23 
frame_start, 3115, frame_end, 3155, speed, 50.07 
frame_start, 3173, frame_end, 3213, speed, 49.47 
frame_start, 3221, frame_end, 3261, speed, 47.86 
frame_start, 3264, frame_end, 3304, speed, 53.9 
frame_start, 3342, frame_end, 3382, speed, 52.29 
frame_start, 3379, frame_end, 3419, speed, 51.8 
frame_start, 3456, frame_end, 3496, speed, 47.75 
frame_start, 3506, frame_end, 3546, speed, 48.95 
frame_start, 3554, frame_end, 3594, speed, 42.76 
frame_start, 3594, frame_end, 3634, speed, 41.44 
frame_start, 3696, frame_end, 3736, speed, 44.63 
frame_start, 3984, frame_end, 4024, speed, 60.52 
frame_start, 5056, frame_end, 5096, speed, 19.57 
frame_start, 5192, frame_end, 5232, speed, 25.52 
frame_start, 5249, frame_end, 5289, speed, 32.77 
frame_start, 5392, frame_end, 5432, speed, 55.69 
frame_start, 5431, frame_end, 5471, speed, 52.4 
frame_start, 5494, frame_end, 5534, speed, 52.68 
frame_start, 5562, frame_end, 5602, speed, 53.63 
frame_start, 5678, frame_end, 5718, speed, 53.14 
frame_start, 5719, frame_end, 5759, speed, 48.58 
frame_start, 5754, frame_end, 5794, speed, 48.58 
frame_start, 5881, frame_end, 5921, speed, 42.35 
frame_start, 5925, frame_end, 5965, speed, 47.52 
frame_start, 6061, frame_end, 6101, speed, 48.14 
frame_start, 6128, frame_end, 6168, speed, 53.2 
frame_start, 6202, frame_end, 6242, speed, 52.31 
frame_start, 6250, frame_end, 6290, speed, 55.14 
frame_start, 6282, frame_end, 6322, speed, 52.97 
frame_start, 6318, frame_end, 6358, speed, 48.28 
frame_start, 6356, frame_end, 6396, speed, 44.97 
frame_start, 6387, frame_end, 6427, speed, 44.63 
frame_start, 6430, frame_end, 6470, speed, 48.93 
frame_start, 7853, frame_end, 7893, speed, 22.94 
frame_start, 7934, frame_end, 7974, speed, 22.72 
frame_start, 8014, frame_end, 8054, speed, 32.57 
frame_start, 8074, frame_end, 8114, speed, 30.6 
