frame_start, 16, frame_end, 56, speed, 32.68 
frame_start, 66, frame_end, 106, speed, 30.11 
frame_start, 155, frame_end, 195, speed, 44.88 
frame_start, 201, frame_end, 241, speed, 55.26 
frame_start, 223, frame_end, 263, speed, 47.1 
frame_start, 266, frame_end, 306, speed, 45.31 
frame_start, 363, frame_end, 403, speed, 51.21 
frame_start, 400, frame_end, 440, speed, 51.11 
frame_start, 544, frame_end, 584, speed, 44.51 
frame_start, 604, frame_end, 644, speed, 45.69 
frame_start, 640, frame_end, 680, speed, 45.2 
frame_start, 754, frame_end, 794, speed, 51.26 
frame_start, 787, frame_end, 827, speed, 50.01 
frame_start, 950, frame_end, 990, speed, 55.09 
frame_start, 1005, frame_end, 1045, speed, 46.37 
frame_start, 1052, frame_end, 1092, speed, 49.08 
frame_start, 1116, frame_end, 1156, speed, 51.22 
frame_start, 2543, frame_end, 2583, speed, 23.85 
frame_start, 2786, frame_end, 2826, speed, 59.17 
frame_start, 2860, frame_end, 2900, speed, 52.26 
frame_start, 2946, frame_end, 2986, speed, 53.16 
frame_start, 2999, frame_end, 3039, speed, 69.84 
frame_start, 3040, frame_end, 3080, speed, 43.99 
frame_start, 3109, frame_end, 3149, speed, 50.05 
frame_start, 3149, frame_end, 3189, speed, 44.73 
frame_start, 3196, frame_end, 3236, speed, 44.13 
frame_start, 3272, frame_end, 3312, speed, 50.4 
frame_start, 3320, frame_end, 3360, speed, 45.94 
frame_start, 3357, frame_end, 3397, speed, 39.9 
frame_start, 3406, frame_end, 3446, speed, 41.81 
frame_start, 3448, frame_end, 3488, speed, 39.88 
frame_start, 3493, frame_end, 3533, speed, 37.82 
frame_start, 3540, frame_end, 3580, speed, 40.65 
frame_start, 3584, frame_end, 3624, speed, 42.0 
frame_start, 3616, frame_end, 3656, speed, 43.74 
frame_start, 3699, frame_end, 3739, speed, 51.85 
frame_start, 3807, frame_end, 3847, speed, 51.93 
frame_start, 3827, frame_end, 3867, speed, 52.48 
frame_start, 3959, frame_end, 3999, speed, 51.09 
frame_start, 5158, frame_end, 5198, speed, 19.32 
frame_start, 5324, frame_end, 5364, speed, 55.95 
frame_start, 5501, frame_end, 5541, speed, 40.3 
frame_start, 5640, frame_end, 5680, speed, 51.28 
frame_start, 5698, frame_end, 5738, speed, 56.83 
frame_start, 5864, frame_end, 5904, speed, 51.66 
frame_start, 6035, frame_end, 6075, speed, 57.73 
frame_start, 6139, frame_end, 6179, speed, 53.11 
frame_start, 6181, frame_end, 6221, speed, 48.92 
frame_start, 6425, frame_end, 6465, speed, 48.68 
frame_start, 6546, frame_end, 6586, speed, 49.85 
frame_start, 7852, frame_end, 7892, speed, 17.76 
frame_start, 7943, frame_end, 7983, speed, 32.05 
frame_start, 8141, frame_end, 8181, speed, 50.93 
frame_start, 8180, frame_end, 8220, speed, 51.66 
frame_start, 8233, frame_end, 8273, speed, 54.44 
frame_start, 8298, frame_end, 8338, speed, 53.07 
frame_start, 8361, frame_end, 8401, speed, 53.36 
frame_start, 8498, frame_end, 8538, speed, 49.9 
frame_start, 8542, frame_end, 8582, speed, 49.9 
frame_start, 8641, frame_end, 8681, speed, 49.57 
frame_start, 8799, frame_end, 8839, speed, 62.04 
frame_start, 8937, frame_end, 8977, speed, 50.61 
frame_start, 9054, frame_end, 9094, speed, 50.27 
frame_start, 9304, frame_end, 9344, speed, 47.13 
frame_start, 10577, frame_end, 10617, speed, 22.92 
frame_start, 10677, frame_end, 10717, speed, 42.12 
frame_start, 10722, frame_end, 10762, speed, 44.99 
frame_start, 10789, frame_end, 10829, speed, 51.54 
frame_start, 10919, frame_end, 10959, speed, 46.48 
frame_start, 11102, frame_end, 11142, speed, 45.48 
frame_start, 11250, frame_end, 11290, speed, 52.96 
frame_start, 11313, frame_end, 11353, speed, 48.01 
frame_start, 11380, frame_end, 11420, speed, 51.27 
frame_start, 11429, frame_end, 11469, speed, 52.27 
frame_start, 11540, frame_end, 11580, speed, 48.06 
frame_start, 11713, frame_end, 11753, speed, 42.78 
frame_start, 11738, frame_end, 11778, speed, 36.91 
frame_start, 11780, frame_end, 11820, speed, 37.79 
frame_start, 11823, frame_end, 11863, speed, 35.91 
frame_start, 11949, frame_end, 11989, speed, 41.91 
frame_start, 12038, frame_end, 12078, speed, 51.24 
frame_start, 13386, frame_end, 13426, speed, 42.54 
frame_start, 13663, frame_end, 13703, speed, 47.44 
frame_start, 13700, frame_end, 13740, speed, 50.44 
frame_start, 13727, frame_end, 13767, speed, 46.75 
frame_start, 13789, frame_end, 13829, speed, 47.36 
frame_start, 13836, frame_end, 13876, speed, 46.46 
frame_start, 13888, frame_end, 13928, speed, 46.83 
frame_start, 13945, frame_end, 13985, speed, 47.75 
frame_start, 13983, frame_end, 14023, speed, 47.07 
frame_start, 14017, frame_end, 14057, speed, 44.1 
frame_start, 14150, frame_end, 14190, speed, 54.41 
frame_start, 14196, frame_end, 14236, speed, 51.57 
frame_start, 14263, frame_end, 14303, speed, 53.78 
frame_start, 14348, frame_end, 14388, speed, 47.15 
frame_start, 14396, frame_end, 14436, speed, 38.92 
frame_start, 14463, frame_end, 14503, speed, 42.91 
